"";"Huurprijs";"Woonoppervlakte";"Type.woning";"persoon.type";"Bouwjaar";"woz_value";"Stofferingstype";"Energielabel";"avg_price";"corrected_avgm2_price";"koopsom.koopjaar";"Gemeente"
"4119";1850;95;"house";"ingeschreven_natuurlijk_persoon";1922;537000;"furnished";"C";355855,855855856;3774,1935483871;2018;"Schiedam"
"4120";1465;50;"house";"ingeschreven_natuurlijk_persoon";1960;290000;"furnished";"A++";290000;5771,42857142857;2022;"Maastricht"
"4121";895;42;"apartment";"ingeschreven_natuurlijk_persoon";1914;196000;"upholstered";"";66455,6962025316;1600;2017;"Utrecht"
"4122";1650;80;"apartment";"ingeschreven_natuurlijk_persoon";1899;415000;"furnished";"D";167500;2125;2015;"Utrecht"
"4123";1200;94;"apartment";"ingeschreven_natuurlijk_persoon";1996;375000;"upholstered";"B";125000;1380,55555555556;2018;"Teylingen"
"4124";2195;100;"apartment";"ingeschreven_natuurlijk_persoon";2022;92000;"furnished";"A++";403837;4050;2020;"Tilburg"
"4125";1395;75;"apartment";"ingeschreven_niet_natuurlijk_persoon";1989;NA;"upholstered";"C";19706,5595;291,310171964286;1996;"Utrecht"
"4126";995;52;"apartment";"ingeschreven_natuurlijk_persoon";1898;664000;"shell";"A";70714,2857142857;1430,28846153846;2018;"Hilversum"
"4127";1450;50;"apartment";"ingeschreven_natuurlijk_persoon";1960;253000;"furnished";"";221500;4682,14285714286;2021;"Amsterdam"
"4128";1650;70;"apartment";"ingeschreven_natuurlijk_persoon";1992;445000;"furnished";"C";165000;2392,85714285714;2009;"Amsterdam"
"4129";1550;60;"house";"ingeschreven_natuurlijk_persoon";1889;529000;"furnished or upholstered";"";67307,6923076923;1122,91666666667;2002;"Utrecht"
"4130";1385;48;"apartment";"ingeschreven_natuurlijk_persoon";1979;314000;"furnished";"B";6048,094374;108,560193581818;1989;"Heemstede"
"4132";1350;78;"apartment";"ingeschreven_natuurlijk_persoon";1981;282000;"upholstered";"C";270000;3431,62025316456;2021;"Amersfoort"
"4133";1200;74;"apartment";"ingeschreven_natuurlijk_persoon";1958;259000;"upholstered";"";1e+05;1426,66666666667;2019;"Leiderdorp"
"4134";1850;55;"apartment";"ingeschreven_natuurlijk_persoon";1934;519000;"furnished";"";229000;4272,72727272727;2007;"Amsterdam"
"4135";1550;80;"apartment";"ingeschreven_niet_natuurlijk_persoon";1965;NA;"upholstered";"C";230000;2875;2021;"Amsterdam"
"4136";2600;92;"apartment";"ingeschreven_natuurlijk_persoon";1912;519000;"upholstered";"C";465000;5574,71264367816;2020;"Rotterdam"
"4137";1300;40;"apartment";"ingeschreven_niet_natuurlijk_persoon";1700;NA;"furnished";"";92500;2287,66024222222;2007;"Maastricht"
"4138";985;55;"apartment";"ingeschreven_natuurlijk_persoon";1932;238000;"upholstered";"F";291666,6667;5396,8253968254;2020;"Hilversum"
"4139";1695;79;"apartment";"ingeschreven_niet_natuurlijk_persoon";1900;NA;"upholstered";"";309000;3875;2017;"Utrecht"
"4140";1595;62;"apartment";"ingeschreven_natuurlijk_persoon";1934;490000;"furnished";"C";440500;6692,30769230769;2020;"Amsterdam"
"4141";1275;86;"apartment";"kadaster_natuurlijk_persoon";1930;451000;"furnished or upholstered";"F";132500;1562,45977011494;2015;"Groningen"
"4143";2150;70;"apartment";"ingeschreven_natuurlijk_persoon";1916;635000;"furnished";"C";320000;4571,42857142857;2008;"Amsterdam"
"4144";900;68;"apartment";"ingeschreven_natuurlijk_persoon";1897;150000;"upholstered";"B";94500;1323,52941176471;2021;"Bergen op Zoom"
"4145";2100;120;"house";"ingeschreven_natuurlijk_persoon";1961;613000;"furnished";"";161341,463414634;1414,47368421053;2009;"Amstelveen"
"4146";2350;70;"apartment";"ingeschreven_natuurlijk_persoon";1903;682000;"upholstered";"E";450000;6571,42857142857;2016;"Amsterdam"
"4147";2395;120;"house";"ingeschreven_natuurlijk_persoon";1954;631000;"furnished";"B";410000;3306,45161290323;2020;"Amstelveen"
"4148";1112;75;"apartment";"ingeschreven_natuurlijk_persoon";1960;226000;"upholstered";"D";265250;3445,12195121951;2022;"Groningen"
"4149";1450;70;"apartment";"ingeschreven_niet_natuurlijk_persoon";1984;NA;"furnished";"C";240000;3478,26086956522;2018;"Nissewaard"
"4150";764;28;"apartment";"ingeschreven_natuurlijk_persoon";1955;59000;"furnished";"";38785,1123595506;1635,80246925926;2020;"Rotterdam"
"4151";1100;70;"apartment";"ingeschreven_natuurlijk_persoon";1957;137000;"upholstered";"";791,404058727273;14,1015919589041;1989;"Den Bosch"
"4152";1900;145;"house";"ingeschreven_natuurlijk_persoon";1976;492000;"upholstered";"C";264000;1619,86301369863;2015;"Valkenburg aan de Geul"
"4153";715;42;"apartment";"ingeschreven_natuurlijk_persoon";1920;401000;"upholstered";"";4312,55211621622;102,033310353982;1994;"Arnhem"
"4154";1250;72;"apartment";"ingeschreven_natuurlijk_persoon";1923;0;"upholstered";"E";117000;1631,94444444444;2020;"Heerlen"
"4155";1275;30;"apartment";"ingeschreven_natuurlijk_persoon";1942;265000;"furnished";"D";290500;10810,8108108108;2020;"Breda"
"4156";1250;72;"apartment";"ingeschreven_natuurlijk_persoon";1923;255000;"upholstered";"G";116000;1657,14285714286;2016;"Maastricht"
"4157";1415;85;"house";"ingeschreven_natuurlijk_persoon";1645;339000;"upholstered";"";120000;1520,83333375;2004;"Leiden"
"4158";1400;50;"apartment";"ingeschreven_natuurlijk_persoon";1984;262000;"furnished";"C";269000;5306;2022;"Almere"
"4159";1200;70;"apartment";"ingeschreven_natuurlijk_persoon";1957;249000;"furnished";"D";182750;2535,71428571429;2017;"Hengelo"
"4160";1700;92;"apartment";"ingeschreven_natuurlijk_persoon";1935;483000;"furnished";"D";221500;2365,59139784946;2004;"Rotterdam"
"4161";700;40;"apartment";"ingeschreven_natuurlijk_persoon";1935;118000;"unknown";"";62392,1568627451;1413,42756183746;2020;"Leeuwarden"
"4162";1300;125;"house";"ingeschreven_natuurlijk_persoon";1968;297000;"upholstered";"";163861,111111111;1308,46153846154;2004;"Den Bosch"
"4163";1250;116;"apartment";"ingeschreven_natuurlijk_persoon";1910;280000;"furnished";"";12509,75499;100,725952844828;1990;"Groningen"
"4164";2850;453;"apartment";"ingeschreven_niet_natuurlijk_persoon";2004;NA;"furnished";"";882500;2703,7037037037;2017;"Maastricht"
"4165";2100;130;"house";"ingeschreven_natuurlijk_persoon";1910;520000;"upholstered";"C";380000;2909,08888888889;2018;"Den Haag"
"4166";2150;151;"house";"ingeschreven_natuurlijk_persoon";2001;627000;"upholstered";"B";552500;4056,60377358491;2017;"Rotterdam"
"4167";1320;68;"apartment";"";1895;NA;"furnished";"";350000;5000;2017;"Den Haag"
"4168";1125;72;"apartment";"ingeschreven_natuurlijk_persoon";1934;248000;"upholstered";"C";38258,1166666667;603,75;2008;"Den Haag"
"4169";1850;153;"house";"ingeschreven_natuurlijk_persoon";1968;366000;"furnished or upholstered";"C";266500;1815,12;2005;"Schagen"
"4170";1395;70;"apartment";"ingeschreven_natuurlijk_persoon";1955;302000;"upholstered";"D";265000;3785,71428571429;2020;"Rotterdam"
"4171";795;50;"apartment";"ingeschreven_natuurlijk_persoon";1928;440000;"upholstered";"";330000;6800;2022;"Maastricht"
"4172";1150;55;"apartment";"ingeschreven_natuurlijk_persoon";2008;306000;"furnished";"A";120000;2181,81818181818;2007;"Oegstgeest"
"4173";795;75;"apartment";"ingeschreven_natuurlijk_persoon";1961;208000;"upholstered";"D";262500;3453,94736842105;2022;"Tilburg"
"4174";2500;215;"house";"ingeschreven_natuurlijk_persoon";1925;292000;"upholstered";"";71384,6153846154;446,0949788;2000;"Zaanstad"
"4175";1375;75;"apartment";"ingeschreven_natuurlijk_persoon";1966;266000;"upholstered";"E";260000;3320,3125;2020;"Den Haag"
"4176";1085;50;"apartment";"";1925;NA;"furnished or upholstered";"";107758,620689655;2222,22222222222;2010;"Hilversum"
"4177";645;40;"apartment";"ingeschreven_niet_natuurlijk_persoon";1936;NA;"upholstered";"";98191,2145116279;2454,7803627907;1989;"Den Haag"
"4178";975;55;"apartment";"ingeschreven_natuurlijk_persoon";1979;182000;"upholstered";"";49000;953,389830508475;2017;"Geldrop-Mierlo"
"4179";1300;72;"apartment";"ingeschreven_natuurlijk_persoon";2010;406000;"upholstered";"";43470;632,203480352941;2007;"Utrecht"
"4180";1600;65;"apartment";"ingeschreven_natuurlijk_persoon";2007;384000;"furnished";"B";265300;3925,37313432836;2018;"Utrecht"
"4181";1650;110;"apartment";"ingeschreven_niet_natuurlijk_persoon";2006;NA;"furnished";"A+";365000;3372,64150943396;2021;"Rotterdam"
"4182";605;30;"apartment";"ingeschreven_natuurlijk_persoon";1932;58000;"upholstered";"";63125;2363,63636363636;2016;"Dordrecht"
"4183";1395;110;"apartment";"ingeschreven_natuurlijk_persoon";1930;314000;"furnished";"";52913,7931;468,872485462185;2011;"Rotterdam"
"4184";1600;40;"apartment";"ingeschreven_niet_natuurlijk_persoon";1968;NA;"upholstered";"D";45833,33333;1238,31775700935;2020;"Amsterdam"
"4185";1750;72;"apartment";"ingeschreven_natuurlijk_persoon";1998;404000;"furnished";"B";351000;5140,84507042254;2022;"Amsterdam"
"4186";3250;215;"house";"ingeschreven_natuurlijk_persoon";1934;1088000;"upholstered";"";39736,69087;159,192751683849;1992;"Haarlem"
"4187";895;42;"apartment";"ingeschreven_natuurlijk_persoon";2015;184000;"upholstered";"A";77809,52383;2125;2015;"Tilburg"
"4189";1575;100;"house";"";1938;NA;"upholstered";"";283500;2886,59793814433;1996;"Den Haag"
"4191";1495;104;"house";"ingeschreven_natuurlijk_persoon";1952;402000;"shell";"D";290000;2815,53398058252;2016;"Breda"
"4192";605;25;"apartment";"ingeschreven_natuurlijk_persoon";1900;123000;"unknown";"";4048,78382681564;124,08445684375;1996;"Haarlem"
"4193";1175;80;"apartment";"ingeschreven_natuurlijk_persoon";1959;236000;"upholstered";"";99000;1117,64705882353;2004;"Hilversum"
"4194";2250;175;"house";"ingeschreven_natuurlijk_persoon";1979;792000;"upholstered";"C";635000;4027,77777777778;2020;"De Ronde Venen"
"4195";1625;45;"apartment";"ingeschreven_niet_natuurlijk_persoon";1996;NA;"furnished";"A";220772;5465,11627906977;2017;"Amsterdam"
"4196";1550;134;"house";"ingeschreven_natuurlijk_persoon";1992;447000;"furnished";"B";273500;2000;2006;"Den Haag"
"4197";750;102;"house";"ingeschreven_niet_natuurlijk_persoon";1978;NA;"upholstered";"C";2e+05;2062,5;2016;"Heerlen"
"4198";1450;50;"apartment";"ingeschreven_natuurlijk_persoon";1940;328000;"furnished";"";62500;1375;2000;"Rotterdam"
"4199";3750;200;"apartment";"ingeschreven_niet_natuurlijk_persoon";1904;NA;"furnished or upholstered";"B";450000;1977,27272727273;2011;"Amsterdam"
"4200";2000;120;"apartment";"ingeschreven_natuurlijk_persoon";2010;605000;"upholstered";"";290000;2486,95652173913;2019;"Rotterdam"
"4201";1695;162;"house";"ingeschreven_natuurlijk_persoon";1931;564000;"furnished";"D";260000;1494,16904342857;2013;"Utrecht"
"4202";1250;65;"apartment";"ingeschreven_niet_natuurlijk_persoon";1930;NA;"upholstered";"C";230000;3577,65151515152;2021;"Den Haag"
"4203";1595;70;"apartment";"ingeschreven_natuurlijk_persoon";1932;369000;"furnished";"C";85898;1250;2007;"Utrecht"
"4204";1495;100;"apartment";"ingeschreven_natuurlijk_persoon";1967;262000;"furnished";"B";290000;2900;2020;"Rotterdam"
"4205";2100;127;"house";"ingeschreven_natuurlijk_persoon";1969;435000;"furnished";"";345000;2754,76296296296;2021;"Landsmeer"
"4206";1600;132;"house";"ingeschreven_natuurlijk_persoon";1995;333000;"furnished";"B";241000;1898,6013986014;2016;"Nieuwegein"
"4207";1100;61;"house";"ingeschreven_natuurlijk_persoon";1885;183000;"upholstered";"C";98214,2857142857;1724,13793103448;2018;"Velsen"
"4208";1850;120;"apartment";"ingeschreven_natuurlijk_persoon";1920;336000;"upholstered";"";80000;762,578616352201;2014;"Den Haag"
"4209";4250;175;"apartment";"ingeschreven_natuurlijk_persoon";1930;710000;"upholstered";"";324000;1859,90338164251;2013;"Rotterdam"
"4210";650;16;"apartment";"ingeschreven_natuurlijk_persoon";1929;177000;"upholstered";"G";38313,2530120482;2485,56097560976;2006;"Den Haag"
"4211";1495;92;"house";"ingeschreven_natuurlijk_persoon";1931;423000;"furnished";"G";180000;2000;2016;"Utrecht"
"4212";1495;68;"apartment";"ingeschreven_natuurlijk_persoon";1940;189000;"upholstered";"";14470,1309779116;192,992350373832;1996;"Rotterdam"
"4213";1400;43;"apartment";"ingeschreven_niet_natuurlijk_persoon";2015;NA;"furnished";"";614700;14041,5978195122;2014;"Eindhoven"
"4214";1000;70;"apartment";"ingeschreven_natuurlijk_persoon";1900;169000;"furnished";"C";21392,40506;262,128621388889;1998;"Groningen"
"4215";2450;85;"apartment";"ingeschreven_natuurlijk_persoon";1636;0;"furnished";"";380000;4523,80952380952;2020;"Amsterdam"
"4216";995;80;"apartment";"ingeschreven_natuurlijk_persoon";1964;162000;"upholstered";"E";190000;2368,75;2022;"Midden-Groningen"
"4217";725;25;"apartment";"";1886;NA;"upholstered";"A";61111,1110982456;2810,07751937984;2006;"Leiden"
"4218";1095;83;"apartment";"ingeschreven_natuurlijk_persoon";1973;198000;"upholstered";"F";104000;1272,40143333333;2017;"Hilversum"
"4219";2350;148;"house";"ingeschreven_natuurlijk_persoon";1992;506000;"upholstered";"";263000;1833,33333333333;2012;"Rotterdam"
"4220";1650;65;"apartment";"ingeschreven_natuurlijk_persoon";1989;526000;"furnished";"A";27416;428,348909626168;1997;"Amsterdam"
"4221";895;45;"apartment";"ingeschreven_niet_natuurlijk_persoon";1909;NA;"upholstered";"";48333,33333;1109,60144927536;2019;"Hilversum"
"4222";782;35;"studio";"ingeschreven_niet_natuurlijk_persoon";1958;NA;"shell";"E";158125;4267,24137931035;2020;"Amsterdam"
"4223";2100;130;"house";"ingeschreven_natuurlijk_persoon";1960;347000;"furnished";"D";277232,142857143;2164,17910447761;2017;"Breda"
"4224";1100;88;"house";"ingeschreven_natuurlijk_persoon";2005;319000;"upholstered";"A";209000;2388,88888888889;2020;"Heusden"
"4225";763;62;"apartment";"ingeschreven_niet_natuurlijk_persoon";1955;NA;"upholstered";"C";127500;1943,39622641509;2009;"Arnhem"
"4226";560;18;"apartment";"ingeschreven_natuurlijk_persoon";1922;505000;"upholstered";"";19090,9090963636;933,333333333333;2014;"Tilburg"
"4227";925;35;"apartment";"ingeschreven_niet_natuurlijk_persoon";1875;NA;"upholstered";"";100428,5714;2850,69444444444;2022;"Groningen"
"4228";1700;50;"apartment";"ingeschreven_natuurlijk_persoon";1903;387000;"furnished";"";127058;2590;2009;"Amsterdam"
"4229";1250;55;"apartment";"ingeschreven_natuurlijk_persoon";2009;321000;"upholstered";"A";185000;3281,81818181818;2017;"Oegstgeest"
"4230";1800;70;"apartment";"ingeschreven_natuurlijk_persoon";1981;309000;"furnished";"B";282500;4110,29411764706;2020;"Amsterdam"
"4231";1050;83;"apartment";"ingeschreven_niet_natuurlijk_persoon";1962;NA;"upholstered";"E";155000;1869,04761904762;2021;"Arnhem"
"4232";1150;45;"apartment";"ingeschreven_natuurlijk_persoon";1965;189000;"upholstered";"D";53437,5;1109,60144927536;2012;"Oegstgeest"
"4233";850;65;"apartment";"";1910;NA;"upholstered";"E";15441,69691;252,317533137255;1994;"Den Haag"
"4234";2350;71;"apartment";"ingeschreven_natuurlijk_persoon";1929;1241000;"shell";"";290909,090909091;4142,85714285714;2014;"Amsterdam"
"4235";1450;90;"apartment";"ingeschreven_natuurlijk_persoon";1957;330000;"upholstered";"C";267500;2921,19565217391;2018;"Katwijk"
"4236";1300;73;"apartment";"ingeschreven_natuurlijk_persoon";1994;336000;"upholstered";"C";210000;2951,38888888889;2016;"Leiden"
"4237";639;36;"apartment";"ingeschreven_natuurlijk_persoon";1900;132000;"upholstered";"E";8441,470054;185,874168166667;1994;"Den Haag"
"4238";1500;99;"apartment";"ingeschreven_natuurlijk_persoon";1922;151000;"furnished";"";102126,168224299;952,94;2005;"Eindhoven"
"4239";1195;101;"house";"ingeschreven_natuurlijk_persoon";1947;351000;"furnished or upholstered";"";28824,41016;317,917003445378;1991;"Arnhem"
"4240";1595;62;"apartment";"ingeschreven_niet_natuurlijk_persoon";1675;NA;"furnished or upholstered";"";50952,38095;786,383343333333;2021;"Leiden"
"4241";1800;141;"apartment";"kadaster_natuurlijk_persoon";1977;460000;"upholstered";"B";309000;2327,83116883117;2016;"Eindhoven"
"4242";2000;170;"house";"kadaster_niet_natuurlijk_persoon";1949;NA;"furnished";"";453780;3450,70422535211;2018;"Den Haag"
"4243";1275;90;"apartment";"ingeschreven_natuurlijk_persoon";1884;301000;"upholstered";"";12509,75499;150,825138255814;1994;"Gorinchem"
"4244";2100;70;"apartment";"ingeschreven_natuurlijk_persoon";2000;412000;"upholstered";"B";385000;5387,93103448276;2021;"Amsterdam"
"4245";1495;122;"house";"ingeschreven_natuurlijk_persoon";1983;262000;"upholstered";"B";165000;1404,87209302326;2018;"Hollands Kroon"
"4246";2050;70;"apartment";"kadaster_natuurlijk_persoon";2007;562000;"furnished";"";209353,366336634;3035,71428571429;2019;"Amsterdam"
"4247";1800;105;"apartment";"ingeschreven_natuurlijk_persoon";1917;469000;"furnished";"D";235000;2286,15094339623;2009;"Haarlem"
"4248";1695;94;"apartment";"ingeschreven_natuurlijk_persoon";1800;593000;"upholstered";"";105000;1134,45263157895;1998;"Haarlem"
"4249";1275;55;"apartment";"ingeschreven_natuurlijk_persoon";1920;362000;"furnished";"D";407500;7008,47457627119;2015;"Utrecht"
"4250";2050;137;"house";"ingeschreven_natuurlijk_persoon";1973;738000;"upholstered";"";7000;63,1115363369565;1997;"Waterland"
"4251";1045;45;"apartment";"ingeschreven_natuurlijk_persoon";1750;210000;"furnished";"";49795,0819672131;1187,5;2020;"Maastricht"
"4252";1100;37;"apartment";"ingeschreven_natuurlijk_persoon";2010;218000;"upholstered";"A";416500;12108,2621076923;2020;"Haarlemmermeer"
"4253";1395;135;"house";"ingeschreven_natuurlijk_persoon";1973;275000;"upholstered";"C";190000;1385,57213955224;2020;"Almelo"
"4254";2250;100;"apartment";"ingeschreven_natuurlijk_persoon";1956;420000;"upholstered";"";43236,84211;488,172043010753;1992;"Eindhoven"
"4255";1550;95;"apartment";"ingeschreven_natuurlijk_persoon";1893;238000;"furnished";"";88888,88889;1010,30927835052;2009;"Breda"
"4256";1300;70;"apartment";"ingeschreven_natuurlijk_persoon";2015;317000;"upholstered";"A";340000;4750;2022;"Almere"
"4257";650;44;"house";"";1650;NA;"upholstered";"G";170477,561797753;3777,77777777778;2020;"Middelburg"
"4258";1495;75;"apartment";"ingeschreven_natuurlijk_persoon";1958;336000;"furnished";"C";175561,224489796;2408,66666666667;2015;"Arnhem"
"4259";1375;81;"apartment";"ingeschreven_natuurlijk_persoon";1979;213000;"furnished";"";174489,795918367;2137,5;2020;"Den Haag"
"4260";763;90;"house";"ingeschreven_niet_natuurlijk_persoon";1967;NA;"shell";"C";176190,4762;1923,07692307692;2016;"Deventer"
"4261";525;18;"apartment";"ingeschreven_natuurlijk_persoon";1922;366000;"upholstered";"";15142,0765027322;890,710382513661;2016;"Tilburg"
"4262";895;49;"apartment";"ingeschreven_natuurlijk_persoon";1917;221000;"furnished or upholstered";"F";150000;2982,14285714286;2017;"Den Haag"
"4263";1395;80;"apartment";"ingeschreven_natuurlijk_persoon";1997;236000;"furnished";"A+++";262000;3231,70731707317;2022;"Hellevoetsluis"
"4264";1075;45;"apartment";"kadaster_niet_natuurlijk_persoon";2006;NA;"upholstered";"";435000;10375;2023;"Almere"
"4265";1500;50;"apartment";"ingeschreven_natuurlijk_persoon";1970;248000;"furnished";"B";197500;4000;2020;"Amsterdam"
"4266";1400;83;"apartment";"ingeschreven_natuurlijk_persoon";2020;375000;"furnished";"A";191000;2262,5;2015;"Rotterdam"
"4267";1450;115;"house";"ingeschreven_natuurlijk_persoon";2004;302000;"upholstered";"A";155000;1571,42857142857;2015;"Deventer"
"4268";2250;100;"apartment";"ingeschreven_natuurlijk_persoon";1993;606000;"furnished";"B";432000;4271,84466019418;2014;"Den Haag"
"4269";895;40;"apartment";"ingeschreven_natuurlijk_persoon";1956;276000;"furnished";"";50438,5964894737;1314;2022;"Rotterdam"
"4270";1100;70;"apartment";"ingeschreven_natuurlijk_persoon";1961;248000;"furnished";"D";106500;1549,29577464789;2016;"Oss"
"4271";925;60;"apartment";"ingeschreven_natuurlijk_persoon";1911;190000;"unknown";"";182500;3041,23711340206;2022;"Breda"
"4272";1050;69;"apartment";"ingeschreven_natuurlijk_persoon";1963;190000;"shell";"C";169583,333333333;2411,42857142857;2022;"Enschede"
"4273";1750;69;"apartment";"ingeschreven_natuurlijk_persoon";1937;258000;"furnished";"A";137500;1964,28571428571;2018;"Amsterdam"
"4274";1575;105;"apartment";"ingeschreven_natuurlijk_persoon";1982;315000;"upholstered";"";150000;1452,38095238095;2001;"Den Haag"
"4275";1295;119;"apartment";"";1886;NA;"furnished";"";81712,6132930514;694,444444444444;2005;"Sittard-Geleen"
"4276";1800;75;"apartment";"ingeschreven_niet_natuurlijk_persoon";1989;NA;"furnished";"";165697,674418605;2209,3023255814;2019;"Amsterdam"
"4277";995;65;"apartment";"ingeschreven_natuurlijk_persoon";1700;230000;"furnished";"";49795,0819672131;760,21634609375;2019;"Groningen"
"4278";960;25;"apartment";"ingeschreven_natuurlijk_persoon";1900;178000;"furnished";"";12573,95644;484,615384615385;1997;"Utrecht"
"4279";1395;64;"apartment";"ingeschreven_natuurlijk_persoon";1902;0;"furnished";"";199500;3115,94202898551;2019;"Groningen"
"4280";2250;130;"house";"ingeschreven_natuurlijk_persoon";1959;678000;"furnished or upholstered";"";270000;2000;2006;"Haarlem"
"4281";2250;94;"house";"ingeschreven_natuurlijk_persoon";1888;666000;"furnished";"F";336642,512077295;3611,11111111111;2004;"Utrecht"
"4282";2500;116;"apartment";"ingeschreven_natuurlijk_persoon";1905;710000;"furnished";"";99856,1706;903,596125862069;1998;"Amsterdam"
"4283";978;47;"apartment";"ingeschreven_niet_natuurlijk_persoon";1897;NA;"upholstered";"";51666,66667;1018,6170212766;1995;"Den Haag"
"4284";1350;111;"house";"ingeschreven_natuurlijk_persoon";1974;394000;"upholstered";"C";280000;2500;2016;"Dongen"
"4285";690;40;"apartment";"";1920;NA;"upholstered";"B";69455,3413922727;1754,23728813559;2015;"Leiden"
"4286";671;19;"apartment";"ingeschreven_natuurlijk_persoon";1912;103000;"upholstered";"F";38544,3037974684;1937,5;2007;"Utrecht"
"4287";1175;55;"apartment";"ingeschreven_natuurlijk_persoon";2000;306000;"upholstered";"";94427,7108433735;1710,14492753623;2010;"Dijk en Waard"
"4288";1336;80;"apartment";"ingeschreven_natuurlijk_persoon";1980;249000;"upholstered";"B";187500;2315;2020;"Rotterdam"
"4289";855;66;"apartment";"ingeschreven_natuurlijk_persoon";1984;104000;"furnished";"A+";175000;2687,5;2020;"Meerssen"
"4290";1195;130;"apartment";"ingeschreven_natuurlijk_persoon";1957;181000;"upholstered";"";70000;655,102293363636;1999;"Breda"
"4291";1415;61;"apartment";"ingeschreven_natuurlijk_persoon";1936;246000;"upholstered";"";72000;1252,65392802548;2012;"Rotterdam"
"4292";1500;60;"apartment";"ingeschreven_natuurlijk_persoon";1727;1202000;"upholstered";"";390625;6363,63636363636;2011;"Amsterdam"
"4293";1750;85;"apartment";"ingeschreven_natuurlijk_persoon";1976;436000;"furnished";"";175500;2129,41176470588;2010;"Amstelveen"
"4294";1550;95;"apartment";"ingeschreven_natuurlijk_persoon";1977;355000;"upholstered";"D";290000;3244,68085106383;2019;"Amsterdam"
"4295";2000;100;"apartment";"ingeschreven_niet_natuurlijk_persoon";1005;NA;"furnished";"D";106250;1042,37288135593;2017;"Amsterdam"
"4296";1300;72;"apartment";"ingeschreven_natuurlijk_persoon";1971;244000;"furnished";"";70000;1054,85232067511;2018;"Middelburg"
"4297";1225;65;"apartment";"ingeschreven_niet_natuurlijk_persoon";1931;NA;"upholstered";"A";190000;2939,18918918919;2019;"Den Haag"
"4298";2150;79;"apartment";"ingeschreven_natuurlijk_persoon";1934;641000;"furnished";"E";475084;6000;2019;"Amsterdam"
"4299";1095;61;"apartment";"ingeschreven_niet_natuurlijk_persoon";1889;NA;"upholstered";"";132672,413793103;2232,14285714286;2022;"Breda"
"4300";950;42;"apartment";"kadaster_niet_natuurlijk_persoon";1930;NA;"upholstered";"";6269,43640540541;285,957350277778;2001;"Deventer"
"4301";1600;84;"apartment";"ingeschreven_natuurlijk_persoon";1937;404000;"shell";"E";190000;2188,23529411765;2016;"Den Haag"
"4302";760;80;"apartment";"";1890;NA;"upholstered";"";1e+05;1250;2014;"Maastricht"
"4303";1495;80;"apartment";"ingeschreven_natuurlijk_persoon";2009;329000;"upholstered";"A";205000;2584,8;2020;"Breda"
"4304";1695;115;"apartment";"ingeschreven_natuurlijk_persoon";1938;287000;"furnished";"G";290000;2325;2020;"De Ronde Venen"
"4305";1395;55;"apartment";"ingeschreven_natuurlijk_persoon";1925;365000;"furnished or upholstered";"C";163562,091503268;2818,18181818182;2009;"Utrecht"
"4306";825;25;"house";"ingeschreven_natuurlijk_persoon";1938;251000;"unknown";"A";43789,4736842105;1736,11111125;2005;"Den Haag"
"4307";1395;65;"apartment";"ingeschreven_natuurlijk_persoon";1957;311000;"upholstered";"B";42061,4035087719;690,745967741935;2015;"Hilversum"
"4308";995;63;"apartment";"ingeschreven_natuurlijk_persoon";1954;328000;"upholstered";"";227500;3461,53846153846;2020;"Groningen"
"4309";1790;108;"house";"ingeschreven_natuurlijk_persoon";1970;370000;"upholstered";"";240000;2142,85714285714;2016;"Waterland"
"4310";750;38;"house";"ingeschreven_natuurlijk_persoon";1879;132000;"shell";"";17168,2984678947;540,46052625;2020;"Leeuwarden"
"4311";1295;65;"apartment";"ingeschreven_natuurlijk_persoon";1934;271000;"furnished";"F";135000;2128,78787878788;2011;"Schiedam"
"4312";1225;71;"apartment";"";1903;NA;"upholstered";"";27107,5428317073;365,787116753247;1998;"Rotterdam"
"4313";1850;130;"house";"ingeschreven_natuurlijk_persoon";1999;430000;"upholstered";"B";282500;2222,22222222222;2004;"Breda"
"4314";1500;130;"apartment";"ingeschreven_natuurlijk_persoon";1906;517000;"upholstered";"";136441,28113879;1121,79487179487;2022;"Nijmegen"
"4315";1295;82;"apartment";"ingeschreven_natuurlijk_persoon";1939;244000;"furnished";"";115398,550724638;1325,30120481928;2021;"Rotterdam"
"4316";1200;115;"house";"ingeschreven_natuurlijk_persoon";2018;270000;"upholstered";"A";297500;2593,75;2020;"Bernheze"
"4317";720;40;"apartment";"ingeschreven_natuurlijk_persoon";1938;155000;"upholstered";"C";51000;1351,35135135135;2014;"Laren"
"4318";1100;55;"apartment";"ingeschreven_natuurlijk_persoon";2000;237000;"upholstered";"";106000;1942,30769230769;2001;"Purmerend"
"4319";1400;83;"apartment";"ingeschreven_niet_natuurlijk_persoon";1924;NA;"upholstered";"";140000;1750;2016;"Groningen"
"4320";1650;80;"apartment";"ingeschreven_niet_natuurlijk_persoon";2007;NA;"furnished";"A";5e+05;6666,66666666667;2021;"Haarlemmermeer"
"4321";4250;138;"house";"ingeschreven_niet_natuurlijk_persoon";1962;NA;"furnished or upholstered";"";995000;7341,79223100775;2016;"Maasgouw"
"4322";1895;145;"apartment";"ingeschreven_natuurlijk_persoon";1995;530000;"furnished";"A";325000;2247,19101123596;2005;"Den Haag"
"4323";1250;60;"apartment";"ingeschreven_natuurlijk_persoon";1929;447000;"furnished";"";159958;2696,72131147541;2019;"Utrecht"
